번호,대화A,대화B,,,,,,,,,,,,,,,
4975,"가: 부장님, 유민 씨가 몸이 안 좋아서 오늘 회사에 못 나온대요.",나: 지난주에도 근무를 빠지더니 요즘 유민 씨가 결근이 잦네.,,,,,,,,,,,,,,,
4976,가: 이곳은 교통사고가 많이 발생하는 곳이에요.,나: 사람들이 조심할 수 있도록 경고 표지판을 세워야겠어요.,,,,,,,,,,,,,,,
4977,가: 전에는 무슨 일을 하셨죠?,나: 도서관 사서로 근무한 경력이 있습니다.,,,,,,,,,,,,,,,
4978,"가: 사장님, 간단한 자기소개 부탁 드립니다.",나: 저는 작은 출판사의 경영을 맡고 있는 한승규라고 합니다.,,,,,,,,,,,,,,,
4979,가: 오늘 학원에 갔는지 안 갔는지 솔직히 고백을 하면 혼내지 않겠다.,나: 잘못했어요 어머니. 한 번만 봐주세요.,,,,,,,,,,,,,,,
4980,가: 공적으로 만나는 자리인 만큼 예의를 갖추셔야 합니다.,나: 네. 사적으로 만날 때처럼 편하게 대하지는 않을 거예요.,,,,,,,,,,,,,,,
4981,가: 왜 갑자기 차량을 통제하는 겁니까?,나: 중요한 공적 행사가 있어서 그러니 양해해 주십시오.,,,,,,,,,,,,,,,
4982,"가: 아빠, 학교 다녀올게요.","나: 우리 공주, 잘 다녀와.",,,,,,,,,,,,,,,
4983,가: 그렇게 과속으로 차를 몰다가는 자칫 사고가 날 수 있어요.,나: 미안해요. 앞으로는 규정 속도를 잘 지킬게요.,,,,,,,,,,,,,,,
4984,가: 과장에게 가장 필요한 자질은 뭐죠?,나: 부하 직원들을 잘 이끌어 나갈 수 있는 리더십이 제일 필요하지요.,,,,,,,,,,,,,,,
4985,가: 너는 커서 뭐가 되고 싶어?,나: 나는 우주를 연구하는 과학자가 되고 싶어.,,,,,,,,,,,,,,,
4986,가: 이곳은 어종이 정말 풍부하군요.,나: 난류와 한류가 교류를 하는 곳이기 때문입니다.,,,,,,,,,,,,,,,
4987,가: 불과 십 년 만에 회사를 이렇게 키우다니 놀랍습니다.,나: 해외 기업과 적극적으로 기술 교류를 한 덕분입니다.,,,,,,,,,,,,,,,
4988,가: 전류가 일정하지 않은 교류를 어떻게 사용할 수 있나요?,나: 변압기를 통해 전압을 일정하게 만들어 줘야 합니다.,,,,,,,,,,,,,,,
4989,가: 오늘은 아침 조회가 평소보다 더 늦게 끝났네.,나: 응. 교장 선생님의 훈화 말씀이 굉장히 길었거든.,,,,,,,,,,,,,,,
4990,가: 출근할 때에 어떤 교통수단을 이용하세요?,나: 저는 주로 자가용을 이용해요.,,,,,,,,,,,,,,,
4991,가: 이곳에서 부산으로 가는 비행기가 있습니까?,나: 이곳은 국제선 터미널이니 국내선 터미널로 가셔야 해요.,,,,,,,,,,,,,,,
4992,가: 국제선 탑승 수속은 어떻게 하면 되나요?,나: 여권과 항공권을 준비해서 해당 항공사 카운터로 가시면 돼요.,,,,,,,,,,,,,,,
4993,"가: 기사님, 이 버스가 시청에 가나요?","나: 네, 갑니다. 타세요.",,,,,,,,,,,,,,,
4994,가: 너는 건축 관련 일을 하고 싶다고 했었지?,나: 응. 그래서 요즘 건축 기사 자격증 시험을 준비하고 있어.,,,,,,,,,,,,,,,
4995,가: 이번 호에서는 어떤 기사를 다뤄 볼까요?,"나: 음, 지난주에 명사와 인터뷰한 내용을 실으면 어때요?",,,,,,,,,,,,,,,
4996,가: 앞으로 공교육이 어느 방향으로 나아가야 된다고 보십니까?,나: 다양한 분야의 기술자를 양성하는 쪽으로 가야 합니다.,,,,,,,,,,,,,,,
4997,가: 회장님께서는 기업들이 사회적 책임을 다하고 있다고 보십니까?,나: 예전에 비하면 많이 좋아지고 있다고 생각합니다.,,,,,,,,,,,,,,,
4998,가: 너 왜 이렇게 풀이 죽어 있니?,나: 오늘 학교에서 선생님께 꾸중을 들었어요.,,,,,,,,,,,,,,,
4999,가: 네티즌들의 반응이 엄청납니다.,나: 그렇네요. 인터넷 홈페이지가 마비될 정도예요.,,,,,,,,,,,,,,,
5000,가: 여기서 시청까지 제일 빨리 가는 버스가 뭐지?,나: 잠깐만 기다려 봐. 노선도 좀 확인해 볼게.,,,,,,,,,,,,,,,
5001,가: 이 자리에서는 정치적 논의는 피하기로 하지요.,"나: 예, 알겠습니다. 그렇다면 김 선생님께서는 이번 사태의 문제가 무엇이라고 생각하십니까?",,,,,,,,,,,,,,,
5002,가: 둘이 논쟁을 하는데 끼어들 틈이 없더라.,나: 맞아. 두 사람의 생각과 주장이 무척 팽팽하더라.,,,,,,,,,,,,,,,
5003,가: 너 왜 자꾸 친구를 놀리니?,나: 친구가 반응하는 게 재미있어서 그랬는데 다시는 안 그럴게요.,,,,,,,,,,,,,,,
5004,가: 농부이신 아버지는 농사일로 우리 남매를 키우셨어요.,나: 농사를 지어 자식을 키우신 아버님이 정말 대단하시네요.,,,,,,,,,,,,,,,
5005,"가: 선생님, 밥 먹었어?","나: 얘야, 선생님한테는 높임말로 말해야 한단다.",,,,,,,,,,,,,,,
5006,가: 기분 나쁜 일이 있었어?,"나: 응, 아까 전에 친구와 다퉈서 기분이 안 좋네.",,,,,,,,,,,,,,,
5007,가: 오늘 축구 경기는 두 라이벌 팀끼리의 대결이지?,"나: 응, 몇 년째 우승을 다툰 팀들이어서 경기가 재미있을 것 같아.",,,,,,,,,,,,,,,
5008,가: 급한 일이니까 빨리 처리해 주세요.,나: 그렇지 않아도 지금 일분일초를 다투면서 일하고 있습니다.,,,,,,,,,,,,,,,
5009,가: 우리 팀하고 너희 팀이 드디어 결승에서 만나는구나.,나: 작년 꼴찌하고 일등하고 앞을 다투는 일도 생기네.,,,,,,,,,,,,,,,
5010,가: 지수가 나한테 무척 화가 났는데 잘 달랠 방법이 없을까?,나: 지수가 좋아하는 케이크를 사 주면서 진심으로 사과를 해 봐.,,,,,,,,,,,,,,,
5011,가: 기분이 울적할 때는 어떻게 하셨습니까?,나: 가벼운 산책을 하면서 마음을 달래곤 했었지요.,,,,,,,,,,,,,,,
5012,가: 민준이가 뭐라고 대답했니?,나: 답변을 피하고 아무 말도 하지 않았어.,,,,,,,,,,,,,,,
5013,가: 고향 풍경도 많이 변했구나.,나: 맞아. 예전에 있던 오솔길이 사라지고 대로가 뚫렸네.,,,,,,,,,,,,,,,
5014,가: 대통령이 오늘 연설에서 통일의 대로를 개척해야 한다고 거듭 강조했는데요.,"나: 네, 아무래도 다음 달에 열릴 남북 정상 회담을 염두에 둔 발언이 아닐까요.",,,,,,,,,,,,,,,
5015,가: 오늘은 차를 가지고 와서 술 마시면 안 돼요.,나: 대리 운전 부르면 되니까 걱정하지 말고 마셔요.,,,,,,,,,,,,,,,
5016,가: 김 대리가 이번 사업 제안서를 써 보도록 하세요.,"나: 알겠습니다, 부장님.",,,,,,,,,,,,,,,
5017,가: 오늘 결재를 받아야 하는데 사장님이 안 계셔서 어떡하죠?,나: 사장 대리를 맡으신 부사장님께 받으면 돼.,,,,,,,,,,,,,,,
5018,가: 네 부인 임신했다면서? 항상 몸조심하게 하고 네가 이것저것 잘 챙겨 줘.,"나: 응, 요즘 그래서 여왕 대접 제대로 해 주고 있어.",,,,,,,,,,,,,,,
5019,가: 미리 말씀하고 오셨으면 찬이라도 준비했을 텐데. 대접이 변변치 못해 죄송합니다.,나: 아닙니다. 아주 맛있는데요. 잘 먹겠습니다.,,,,,,,,,,,,,,,
5020,가: 내일은 아침부터 비가 와서 길이 많이 막힐 것 같더라.,나: 그래? 그럼 내일은 대중교통을 이용해야지.,,,,,,,,,,,,,,,
5021,"가: 유민아, 우리 만나서 얼굴 대하고 이야기 좀 하자.",나: 미안하지만 바쁘니까 그냥 전화로 이야기해.,,,,,,,,,,,,,,,
5022,가: 그곳 사람들은 어떠니? 너한테 잘 대해 주니?,나: 네. 저를 친동생같이 대해 주고 잘 챙겨 줘요.,,,,,,,,,,,,,,,
5023,가: 이 사건 처리에 대한 자네 입장은 어떤가?,나: 저는 부정적으로 봅니다. 그 일은 다른 방식으로 처리해야 합니다.,,,,,,,,,,,,,,,
5024,"가: 형, 오늘 공연 어땠어?",나: 최고였어. 청중이 내 음악을 대하는 모습이 감동적이었어.,,,,,,,,,,,,,,,
5025,가: 영숙이랑 마찰이 많다며?,"나: 응, 영숙이는 자기중심적이어서 누구와 더불어 살 수 없는 사람이야.",,,,,,,,,,,,,,,
5026,가: 집 앞에 백화점이 들어섰다며?,"나: 응, 그래서 백화점에서 할인 행사와 더불어 사은품 증정을 하고 있어.",,,,,,,,,,,,,,,
5027,가: 나는 십 년 전에 남편을 잃고 지금껏 자식들 키우며 혼자 살았어요.,나: 아이들을 데리고 혼자서 살림을 꾸리는 일이 쉽지 않으셨겠어요.,,,,,,,,,,,,,,,
5028,가: 오스트리아 사람들이 쓰는 언어가 뭔 줄 알아?,나: 오스트리아에서는 독일어를 쓰지.,,,,,,,,,,,,,,,
5029,가: 날씨가 더운 여름에는 동물들을 어떻게 돌보시나요?,나: 시원한 물을 계속 주고 축사의 환기나 청소도 더 자주 하지요.,,,,,,,,,,,,,,,
5030,가: 집에 부모님은 안 계신가 봐?,나: 우리 부모님은 맞벌이를 하셔서 할머니가 살림을 돌봐 주셔.,,,,,,,,,,,,,,,
5031,가: 요새 동료와의 사이가 나빠져서 힘들다고?,나: 응. 솔직히 일이 힘든 건 아닌데도 직장을 옮기고 싶을 정도야.,,,,,,,,,,,,,,,
5032,가: 너 올해 열리는 동창회에 나갈 거야?,나: 응. 이번에는 동창생들뿐만 아니라 선생님들도 몇 분 오신다고 하니까 꼭 가 볼 생각이야.,,,,,,,,,,,,,,,
5033,가: 요즘 뭐 취미 생활 하는 거 있어?,나: 춤을 좀 배워 보고 싶어서 댄스 동호회에 가입해서 나가고 있어.,,,,,,,,,,,,,,,
5034,가: 이번에 집을 한 채 사려고 하는데 매매 계약할 때 무엇을 주의해야 할까요?,나: 일단은 살 집의 등기를 떼어서 채무 관계가 걸려 있지는 않은지 확인해 보세요.,,,,,,,,,,,,,,,
5035,가: 이 우편물을 등기로 보내려고 하는데 요금이 얼마인가요?,나: 우편물의 무게에 따라 요금이 다릅니다. 이 저울 위에 올려놓아 주세요.,,,,,,,,,,,,,,,
5036,가: 너는 미술에 소질이 있으니 디자이너가 되는 게 어때?,나: 사실 나도 그 쪽으로 생각하고 있었어.,,,,,,,,,,,,,,,
5037,가: 내가 책을 가져갔다고 유민이가 말했단 말이야? 난 그런 적 없는데.,나: 누구 말이 맞는지 유민이와 직접 따져 봐.,,,,,,,,,,,,,,,
5038,"가: 유민아, 어제 네 얘기를 들어 보지도 않고 화부터 내서 미안해.",나: 아니야. 따지고 보면 내 잘못도 있는 것 같아.,,,,,,,,,,,,,,,
5039,가: 두 가지 노트북 중에서 어느 것으로 살까?,나: 가격과 기능을 따져 보고 잘 결정하도록 해.,,,,,,,,,,,,,,,
5040,가: 여름 휴가 날짜는 정했니?,나: 아직 결정하지 못했는데. 다른 직원들과 의논해서 날짜를 따져 봐야지.,,,,,,,,,,,,,,,
5041,가: 부자라고 해서 모두 행복한 것은 아닌가 봐.,나: 그럼. 행복을 돈으로 따질 수는 없으니까.,,,,,,,,,,,,,,,
5042,가: 로그인이 안 되고 계속 가입자 정보를 찾을 수 없다고 나와요.,나: 고객님 이름과 연락처를 알려 주시면 아이디 확인 후 다시 연락드리겠습니다.,,,,,,,,,,,,,,,
5043,가: 아직 열한 시밖에 안 됐는데 조금 더 놀다 가자.,나: 안 돼. 우리 집으로 가는 버스는 막차가 일찍 끊겨서 빨리 안 가면 버스를 못 타.,,,,,,,,,,,,,,,
5044,가: 지난주에 너 남자 소개받았다면서? 어떻게 됐어?,"나: 그 사람이랑 나, 운명적인 만남인 것 같아.",,,,,,,,,,,,,,,
5045,가: 어제 결혼기념일을 맞이하여 남편이랑 외식했어.,나: 좋았겠다. 어디에 갔는데?,,,,,,,,,,,,,,,
5046,가: 장모님께서 나를 어렵게 사위로 맞이한 사람이라며 무척 반겨 주셨어.,나: 그러니 이제 장모님께 잘하렴.,,,,,,,,,,,,,,,
5047,가: 요즘 대중 매체가 너무 상업성을 띠는 것 같아.,나: 맞아. 좀 더 유익한 방송 프로가 많이 생겼으면 좋겠어.,,,,,,,,,,,,,,,
5048,가: 오늘부터 한 명씩 개별 면담을 진행할 거예요.,"나: 네, 선생님.",,,,,,,,,,,,,,,
5049,가: 이 연구에서 대상자들에 대한 심층 자료는 어떻게 작성된 것인가요?,나: 제가 일일이 대상자들을 만나는 면접을 통해 자료를 작성했습니다.,,,,,,,,,,,,,,,
5050,가: 이 회사에서는 영어로 면접을 본대.,나: 어떡하지? 나는 영어에 자신이 없는데.,,,,,,,,,,,,,,,
5051,가: 부대는 모두 모였나?,"나: 네, 지휘관의 명령을 기다리고 있습니다.",,,,,,,,,,,,,,,
5052,가: 대통령의 권한은 어떤 게 있는지요?,나: 법률이 정하는 한에서 대통령이 내릴 수 있는 명령도 있습니다.,,,,,,,,,,,,,,,
5053,가: 법을 위반한 사업자에게 시정 명령이 내려졌습니다.,"나: 네, 행정 기관에 적발된 사업자가 많았다고 하네요.",,,,,,,,,,,,,,,
5054,가: 마우스가 없으면 컴퓨터를 어떻게 쓰지?,나: 키보드를 이용하여 컴퓨터에 명령을 내릴 수 있지.,,,,,,,,,,,,,,,
5055,가: 어떤 제품을 출시해야 할지 모르겠어요.,나: 우선 두 개의 모델을 시장에 선보여 소비자의 반응을 살펴보는 건 어때요?,,,,,,,,,,,,,,,
5056,가: 민준이는 정말 올곧고 선한 사람인 것 같아.,나: 맞아. 민준이 정도면 여자들이 좋아하는 신랑감의 모델이라고 할 수 있지.,,,,,,,,,,,,,,,
5057,가: 언니는 무슨 일을 하고 계셔?,나: 얼마 전에 패션쇼를 통해 모델로 데뷔했어.,,,,,,,,,,,,,,,
5058,가: 선생님께서 쓰신 드라마에 실존 인물을 모델로 한 역할이 있나요?,나: 등장인물 모두 제 대학 시절 친구들의 모습이라고 할 수 있어요.,,,,,,,,,,,,,,,
5059,가: 내 조각품의 모델로 서 주지 않을래?,나: 제가요? 저야 영광이지요.,,,,,,,,,,,,,,,
5060,가: 다음 달에 태국에 가려고 하는데 비행기 일정이 어떻게 되나 모르겠네.,나: 여행사에 전화로 문의를 해 봐.,,,,,,,,,,,,,,,
5061,가: 나는 저 미용실에서 일해. 기회가 되면 내가 머리를 다듬어 줄게.,"나: 와, 멋지다! 벌써 미용사가 됐구나.",,,,,,,,,,,,,,,
5062,가: 대학생이 되면 뭐가 하고 싶니?,"나: 미팅도 하고, 여자 친구도 사귀고 싶어요.",,,,,,,,,,,,,,,
5063,가: 택시 타고 왔니? 버스는 끊겼을 텐데.,나: 아니요. 친구가 차로 바래다줬어요.,,,,,,,,,,,,,,,
5064,가: 아무도 없는 캄캄한 집에 들어가는 게 참 싫네.,나: 강아지를 키워 봐. 집에 돌아갔을 때 강아지가 반겨 줘서 얼마나 좋은데.,,,,,,,,,,,,,,,
5065,가: 피아노 연습을 아주 열심히 하네.,나: 다음 주에 학교에서 발표회를 해요.,,,,,,,,,,,,,,,
5066,가: 댁에 잘 도착하셨는지요?,나: 네. 덕분에 잘 도착했습니다. 멀리까지 배웅을 해 주셔서 감사합니다.,,,,,,,,,,,,,,,
5067,가: 밤에 그 섬으로 가는 배편이 있습니까?,나: 저녁 여섯 시 이후에는 모든 배편이 끊깁니다.,,,,,,,,,,,,,,,
5068,가: 우리나라 선수들의 오늘 일정은 어떻게 되나요?,나: 오늘 저녁은 각국 선수단을 위해 베푸는 리셉션에 참석합니다.,,,,,,,,,,,,,,,
5069,가: 고등학교 3년 동안 고생 많았다. 졸업을 축하한다.,나: 감사합니다. 선생님께서 그동안 제게 베풀어 주신 은혜는 절대 잊지 않을게요.,,,,,,,,,,,,,,,
5070,가: 너 요즘 봉사 활동을 한다더니 무슨 일을 하는 거야?,나: 고아원에서 아이들을 보살피는 일을 하고 있어.,,,,,,,,,,,,,,,
5071,가: 결혼을 해서 가장이 되니까 기분이 어때?,나: 좋기도 하지만 가족들의 생계를 보살펴야 하는 책임이 있으니 부담이 되기도 해.,,,,,,,,,,,,,,,
5072,가: 부모님은 안 찾아뵙니?,나: 안 그래도 다음 주에 뵈려던 참이에요.,,,,,,,,,,,,,,,
5073,가: 이 와인 병에 적혀 있는 게 무슨 뜻인지 알아?,나: 불어 같은데 뜻은 잘 모르겠어.,,,,,,,,,,,,,,,
5074,"가: 왜 저 친구에게만 칭찬을 많이 하고, 저한테는 칭찬을 별로 안 해 주시나요?",나: 그렇게 불평만 하지 말고 너도 열심히 노력해서 다음 시간에는 더 잘해 봐.,,,,,,,,,,,,,,,
5075,가: 오늘 영화 시사회는 어땠어?,"나: 영화 내용은 재미있는데, 주인공의 연기가 어색하다는 비난이 많더라.",,,,,,,,,,,,,,,
5076,가: 내 목표가 금연이라고 했더니 사람들이 비웃었어.,나: 작년에도 재작년에도 금연하겠다더니 넌 삼 일도 못 버텼잖아.,,,,,,,,,,,,,,,
5077,가: 김 선생님은 호랑이 선생님이셔.,나: 맞아. 무서운 김 선생님을 가리키는 적절한 비유다.,,,,,,,,,,,,,,,
5078,가: 외국에 가는 비행기를 타려면 비행장에 언제까지 도착하면 될까?,나: 비행 시간 두 시간 전에는 도착해야 해.,,,,,,,,,,,,,,,
5079,가: 미안해. 정말 내가 잘못했어. 내 사과를 받아 줘. 진심이야.,나: 이번 한 번만 봐줄게. 다음부터는 그러지 마.,,,,,,,,,,,,,,,
5080,가: 오늘 회의에서는 어떤 내용을 논의합니까?,나: 인사 발령과 사무 인수인계 명단이 공식 발표될 것입니다.,,,,,,,,,,,,,,,
5081,가: 민준이의 취업 선물로 뭘 사 주면 좋을까?,나: 아무래도 사무직이니까 셔츠랑 넥타이가 좋지 않을까?,,,,,,,,,,,,,,,
5082,가: 이게 다 뭐야?,나: 내가 그동안 받은 연예인들의 사인을 모아 둔 거야.,,,,,,,,,,,,,,,
5083,가: 너는 일본어도 못하는데 일본에서 어떻게 생활한 거야?,나: 손짓 발짓으로 사인을 하면 다 의사소통이 되더라고.,,,,,,,,,,,,,,,
5084,가: 연예인들의 연인 공개에 대해서 어떻게 생각해?,"나: 연예인도 사적인 생활이 있는 건데, 그런 것을 참견하는 건 옳지 못하다고 생각해.",,,,,,,,,,,,,,,
5085,가: 우리 집 앞에 고층 건물이 세워져서 집 안이 그대로 다 보일 거 같아.,나: 이거 사적 권리 침해 아니야?,,,,,,,,,,,,,,,
5086,가: 홧김에 사표를 내긴 했는데 설마 수리가 되진 않겠지?,나: 이런 불경기에 사표를 내다니. 좀 더 신중했어야지.,,,,,,,,,,,,,,,
5087,가: 요즘의 사회적인 이슈는 뭐가 있지?,나: 높아진 실업률이 가장 큰 문제이지.,,,,,,,,,,,,,,,
